subject,session,task,run,local_row_idx,global_row_idx,text_embedding_idx,start_time,stop_time,sfreq,start_sample,stop_sample,n_samples,eeg_vhdr_path,events_tsv_path,text_embedding_path
sub-01,ses-littleprince,lis,11,0,0,16,4.792000,5.040000,250.000000,1198,1260,62,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,1,1,17,5.084000,6.304000,250.000000,1271,1576,305,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,2,2,18,6.352000,11.304000,250.000000,1588,2826,1238,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,3,3,19,11.384000,13.804000,250.000000,2846,3451,605,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,4,4,20,13.848000,17.304000,250.000000,3462,4326,864,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,5,5,21,17.340000,20.052000,250.000000,4335,5013,678,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,6,6,22,20.088000,21.056000,250.000000,5022,5264,242,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,7,7,23,21.080000,23.312000,250.000000,5270,5828,558,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,8,8,24,23.340000,24.312000,250.000000,5835,6078,243,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,9,9,25,24.336000,26.304000,250.000000,6084,6576,492,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,10,10,26,26.344000,28.804000,250.000000,6586,7201,615,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,11,11,27,28.848000,29.308000,250.000000,7212,7327,115,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,12,12,28,29.352000,32.804000,250.000000,7338,8201,863,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,13,13,29,32.852000,37.056000,250.000000,8213,9264,1051,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,14,14,30,37.088000,38.556000,250.000000,9272,9639,367,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,15,15,31,38.584000,39.804000,250.000000,9646,9951,305,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,16,16,32,39.836000,42.308000,250.000000,9959,10577,618,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,17,17,33,42.336000,45.056000,250.000000,10584,11264,680,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,18,18,34,45.112000,46.308000,250.000000,11278,11577,299,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,19,19,35,46.332000,48.804000,250.000000,11583,12201,618,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,20,20,36,48.848000,51.052000,250.000000,12212,12763,551,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,21,21,37,51.096000,54.304000,250.000000,12774,13576,802,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,22,22,38,54.356000,57.804000,250.000000,13589,14451,862,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,23,23,39,57.860000,60.304000,250.000000,14465,15076,611,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,24,24,40,60.340000,63.052000,250.000000,15085,15763,678,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,25,25,41,63.096000,65.556000,250.000000,15774,16389,615,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,26,26,42,65.588000,68.308000,250.000000,16397,17077,680,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,27,27,43,68.332000,70.052000,250.000000,17083,17513,430,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,28,28,44,70.076000,71.556000,250.000000,17519,17889,370,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,29,29,45,71.572000,72.552000,250.000000,17893,18138,245,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,30,30,46,72.596000,73.300000,250.000000,18149,18325,176,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,31,31,47,73.336000,78.052000,250.000000,18334,19513,1179,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,32,32,48,78.084000,78.804000,250.000000,19521,19701,180,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,33,33,49,78.828000,79.804000,250.000000,19707,19951,244,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,34,34,50,79.836000,82.552000,250.000000,19959,20638,679,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,35,35,51,82.584000,85.800000,250.000000,20646,21450,804,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,36,36,52,85.836000,86.804000,250.000000,21459,21701,242,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,37,37,53,86.840000,90.052000,250.000000,21710,22513,803,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,38,38,54,90.088000,93.552000,250.000000,22522,23388,866,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,39,39,55,93.592000,94.304000,250.000000,23398,23576,178,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,40,40,56,94.328000,97.052000,250.000000,23582,24263,681,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-01,ses-littleprince,lis,11,41,41,57,97.088000,98.552000,250.000000,24272,24638,366,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-01\ses-littleprince\eeg\sub-01_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
