subject,session,task,run,local_row_idx,global_row_idx,text_embedding_idx,start_time,stop_time,sfreq,start_sample,stop_sample,n_samples,eeg_vhdr_path,events_tsv_path,text_embedding_path
sub-04,ses-littleprince,lis,11,0,0,16,4.788000,5.040000,250.000000,1197,1260,63,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,1,1,17,5.088000,6.320000,250.000000,1272,1580,308,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,2,2,18,6.360000,11.304000,250.000000,1590,2826,1236,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,3,3,19,11.384000,13.804000,250.000000,2846,3451,605,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,4,4,20,13.848000,17.308000,250.000000,3462,4327,865,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,5,5,21,17.340000,20.056000,250.000000,4335,5014,679,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,6,6,22,20.088000,21.056000,250.000000,5022,5264,242,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,7,7,23,21.080000,23.312000,250.000000,5270,5828,558,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,8,8,24,23.336000,24.304000,250.000000,5834,6076,242,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,9,9,25,24.336000,26.304000,250.000000,6084,6576,492,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,10,10,26,26.332000,28.808000,250.000000,6583,7202,619,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,11,11,27,28.860000,29.304000,250.000000,7215,7326,111,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,12,12,28,29.348000,32.808000,250.000000,7337,8202,865,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,13,13,29,32.852000,37.056000,250.000000,8213,9264,1051,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,14,14,30,37.088000,38.560000,250.000000,9272,9640,368,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,15,15,31,38.580000,39.808000,250.000000,9645,9952,307,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,16,16,32,39.836000,42.304000,250.000000,9959,10576,617,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,17,17,33,42.352000,45.056000,250.000000,10588,11264,676,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,18,18,34,45.104000,46.304000,250.000000,11276,11576,300,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,19,19,35,46.332000,48.804000,250.000000,11583,12201,618,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,20,20,36,48.848000,51.052000,250.000000,12212,12763,551,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,21,21,37,51.096000,54.312000,250.000000,12774,13578,804,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,22,22,38,54.352000,57.808000,250.000000,13588,14452,864,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,23,23,39,57.848000,60.304000,250.000000,14462,15076,614,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,24,24,40,60.344000,63.052000,250.000000,15086,15763,677,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-04,ses-littleprince,lis,11,25,25,41,63.096000,65.556000,250.000000,15774,16389,615,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-04\ses-littleprince\eeg\sub-04_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
