subject,session,task,run,local_row_idx,global_row_idx,text_embedding_idx,label_id,start_time,stop_time,sfreq,start_sample,stop_sample,n_samples,eeg_vhdr_path,events_tsv_path,text_embedding_path
sub-02,ses-garnettdream,lis,11,0,0,17,100017,4.808000,5.056000,250.000000,1202,1264,62,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,1,1,18,100018,5.096000,8.572000,250.000000,1274,2143,869,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,2,2,19,100019,8.612000,11.072000,250.000000,2153,2768,615,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,3,3,20,100020,11.120000,12.572000,250.000000,2780,3143,363,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,4,4,21,100021,12.620000,15.324000,250.000000,3155,3831,676,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,5,5,22,100022,15.360000,19.328000,250.000000,3840,4832,992,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,6,6,23,100023,19.364000,20.324000,250.000000,4841,5081,240,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,7,7,24,100024,20.368000,23.324000,250.000000,5092,5831,739,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,8,8,25,100025,23.372000,26.324000,250.000000,5843,6581,738,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
sub-02,ses-garnettdream,lis,11,9,9,26,100026,26.368000,30.076000,250.000000,6592,7519,927,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-02\ses-garnettdream\eeg\sub-02_ses-garnettdream_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_garnettdream.npy
