subject,session,task,run,local_row_idx,global_row_idx,text_embedding_idx,start_time,stop_time,sfreq,start_sample,stop_sample,n_samples,eeg_vhdr_path,events_tsv_path,text_embedding_path
sub-08,ses-littleprince,lis,11,0,0,16,4.800000,5.056000,250.000000,1200,1264,64,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,1,1,17,5.096000,6.320000,250.000000,1274,1580,306,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,2,2,18,6.364000,11.316000,250.000000,1591,2829,1238,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,3,3,19,11.376000,13.824000,250.000000,2844,3456,612,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,4,4,20,13.872000,17.320000,250.000000,3468,4330,862,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,5,5,21,17.360000,20.064000,250.000000,4340,5016,676,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,6,6,22,20.112000,21.064000,250.000000,5028,5266,238,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,7,7,23,21.092000,23.316000,250.000000,5273,5829,556,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,8,8,24,23.352000,24.320000,250.000000,5838,6080,242,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,9,9,25,24.348000,26.316000,250.000000,6087,6579,492,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,10,10,26,26.344000,28.816000,250.000000,6586,7204,618,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-08,ses-littleprince,lis,11,11,11,27,28.856000,29.316000,250.000000,7214,7329,115,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-08\ses-littleprince\eeg\sub-08_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
