subject,session,task,run,local_row_idx,global_row_idx,text_embedding_idx,start_time,stop_time,sfreq,start_sample,stop_sample,n_samples,eeg_vhdr_path,events_tsv_path,text_embedding_path
sub-07,ses-littleprince,lis,11,0,0,16,4.796000,5.048000,250.000000,1199,1262,63,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,1,1,17,5.084000,6.308000,250.000000,1271,1577,306,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,2,2,18,6.356000,11.316000,250.000000,1589,2829,1240,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,3,3,19,11.368000,13.808000,250.000000,2842,3452,610,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,4,4,20,13.856000,17.312000,250.000000,3464,4328,864,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,5,5,21,17.344000,20.056000,250.000000,4336,5014,678,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,6,6,22,20.096000,21.064000,250.000000,5024,5266,242,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,7,7,23,21.080000,23.312000,250.000000,5270,5828,558,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,8,8,24,23.348000,24.312000,250.000000,5837,6078,241,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
sub-07,ses-littleprince,lis,11,9,9,25,24.340000,26.312000,250.000000,6085,6578,493,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_eeg.vhdr,D:\dataset\ChineseEEG-2\PassiveListening\derivatives\preprocessed\sub-07\ses-littleprince\eeg\sub-07_ses-littleprince_task-lis_run-11_events.tsv,D:\dataset\ChineseEEG-2\materials&embeddings\text_embedding\text_embeddings_littleprince.npy
